uid,domainID,siteID,namedLocation,collectDate,processedDate,waterSampleID,waterSampleCode,equilibratedAirSampleID,equilibratedAirSampleCode,referenceAirSampleID,referenceAirSampleCode,storageWaterTemp,ptBarometricPressure,waterVolumeSyringe,gasVolumeSyringe,gasVolumeSample,lowGasVolumeQF,sdgProcessDataQF,publicationDate
60788815-8559-4e62-ac1b-be457411fe09,D01,HOPB,HOPB.AOS.S2,2019-01-29T15:35Z,2019-01-29T15:47Z,HOPB.SS.20190129,,HOPB.SS.20190129.WAT,A00000032950,HOPB.SS.20190129.AIR,A00000032933,,98.9,40,20,18,0,,20200224T172047Z
15677c6b-f644-42df-9a78-e0d9fff468c4,D01,HOPB,HOPB.AOS.S2,2019-02-14T14:15Z,2019-02-14T14:17Z,HOPB.SS.20190214,,HOPB.SS.20190214.WAT,A00000032965,HOPB.SS.20190214.AIR,A00000032982,,98.6,40,20,18,0,,20200224T171813Z
33396466-db00-4815-847f-68306096b8bb,D01,HOPB,HOPB.AOS.S2,2019-02-26T14:36Z,2019-02-26T14:45Z,HOPB.SS.20190226,,HOPB.SS.20190226.WAT,A00000032897,HOPB.SS.20190226.AIR,A00000032930,,99.5,40,20,18,0,,20200224T171813Z
55d5f51c-a26b-4e32-8c5f-a16cc3bbd64b,D01,HOPB,HOPB.AOS.S2,2019-03-06T14:52Z,2019-03-06T15:09Z,HOPB.SS.20190306,,HOPB.SS.20190306.WAT,A00000033581,HOPB.SS.20190306.AIR,A00000033564,,98.8,40,20,18,0,,20200224T171619Z
21c6c7ef-dde2-4742-9c3f-ba55b1a4cb1d,D01,HOPB,HOPB.AOS.S2,2019-03-12T14:12Z,2019-03-12T14:30Z,HOPB.SS.20190312,,HOPB.SS.20190312.WAT,A00000033666,HOPB.SS.20190312.AIR,A00000033649,,99.3,40,20,18,0,,20200224T171619Z
5a0de36f-5f13-4a6e-a862-a934d5373af0,D01,HOPB,HOPB.AOS.S2,2019-03-21T14:35Z,2019-03-21T14:47Z,HOPB.SS.20190321,,HOPB.SS.20190321.WAT,A00000033611,HOPB.SS.20190321.AIR,A00000033628,,99.5,40,20,18,0,,20200224T171619Z
02fcee54-12cd-419d-a61e-6b5bdf3798fc,D01,HOPB,HOPB.AOS.S2,2019-03-28T13:54Z,2019-03-28T14:04Z,HOPB.SS.20190328,,HOPB.SS.20190328.WAT,A00000033140,HOPB.SS.20190328.AIR,A00000033144,,100.2,40,20,18,0,,20200224T171619Z
c7bf4a5b-d987-4c28-ad15-b02ee4212e49,D01,HOPB,HOPB.AOS.S2,2019-04-04T13:06Z,2019-04-04T13:06Z,HOPB.SS.20190404,,HOPB.SS.20190404.WAT,A00000033150,HOPB.SS.20190404.AIR,A00000033151,,99.8,40,20,18,0,,20200224T171407Z
ec16eeec-5d29-46cd-911e-223aa13856aa,D01,HOPB,HOPB.AOS.S2,2019-04-09T14:44Z,2019-04-09T15:07Z,HOPB.SS.20190409,,HOPB.SS.20190409.WAT,A00000033163,HOPB.SS.20190409.AIR,A00000033164,,98.2,40,20,18,0,,20200224T171407Z
21ab0638-0d50-4b2a-b049-de5ed8c02636,D01,HOPB,HOPB.AOS.S2,2019-04-25T13:30Z,2019-04-25T13:39Z,HOPB.SS.20190425,,HOPB.SS.20190425.WAT,A00000033281,HOPB.SS.20190425.AIR,A00000033280,,99.1,40,20,18,0,,20200224T171407Z
623b1d48-63fc-45e2-895a-1829f4ba638e,D01,HOPB,HOPB.AOS.S2,2019-05-13T13:35Z,2019-05-13T14:16Z,HOPB.SS.20190513,,HOPB.SS.20190513.WAT,A00000033319,HOPB.SS.20190513.AIR,A00000033320,,98.9,40,20,18,0,,20200224T171144Z
d04a9a79-7496-4474-861f-b4df2c0b6080,D01,HOPB,HOPB.AOS.S2,2019-05-21T12:36Z,2019-05-21T13:20Z,HOPB.SS.20190521,,HOPB.SS.20190521.WAT,A00000033334,HOPB.SS.20190521.AIR,A00000033333,,98.5,40,18,18,0,,20200224T171144Z
abdff441-f1e7-4ea9-9ca4-92ad30ed45eb,D01,HOPB,HOPB.AOS.S2,2019-06-03T14:01Z,2019-06-03T14:09Z,HOPB.SS.20190603,,HOPB.SS.20190603.WAT,A00000066826,HOPB.SS.20190603.AIR,A00000066827,,98.5,40,20,17,0,,20200224T172207Z
0cc0cea3-cfb7-4da6-8bda-263511b6f046,D01,HOPB,HOPB.AOS.S2,2019-06-03T14:01Z,2019-06-03T14:09Z,HOPB.SS.20190603.2,,HOPB.SS.20190603.WAT.2,A00000033477,HOPB.SS.20190603.AIR,A00000066827,,98.5,40,20,,-1,,20200224T172207Z
a85c776e-8bbc-43af-8514-14e630ac8f22,D01,HOPB,HOPB.AOS.S2,2019-06-03T14:01Z,2019-06-03T14:09Z,HOPB.SS.20190603.3,,HOPB.SS.20190603.WAT.3,A00000033476,HOPB.SS.20190603.AIR,A00000066827,,98.5,40,20,18,0,,20200224T172207Z
5ef94afe-fdd1-4bab-87bc-cdefa638556a,D01,HOPB,HOPB.AOS.S2,2019-06-24T13:20Z,2019-06-24T13:37Z,HOPB.SS.20190624,,HOPB.SS.20190624.WAT,A00000066941,HOPB.SS.20190624.AIR,A00000066940,,98.9,40,20,18,0,,20200224T172207Z
2336f9e6-5da9-4b53-8821-9583494995e5,D01,HOPB,HOPB.AOS.S2,2019-07-11T12:34Z,2019-07-11T12:50Z,HOPB.SS.20190711,,HOPB.SS.20190711.WAT,A00000067574,HOPB.SS.20190711.AIR,A00000067573,,99.2,40,20,18,0,,20200224T164549Z
f18cadd2-5e51-45eb-bdc1-2fc1856fb9fd,D01,HOPB,HOPB.AOS.S2,2019-07-17T12:35Z,2019-07-17T12:54Z,HOPB.SS.20190717,,HOPB.SS.20190717.WAT,A00000067805,HOPB.SS.20190717.AIR,A00000067806,,99.2,40,20,18,0,,20200224T164549Z
ef2e61e1-2e46-4516-908c-40c61a8be378,D01,HOPB,HOPB.AOS.S2,2019-08-13T13:54Z,2019-08-13T14:09Z,HOPB.SS.20190813,,HOPB.SS.20190813.WAT,A00000068038,HOPB.SS.20190813.AIR,A00000068037,,98.7,40,20,18,0,,20200224T164503Z
0b6138eb-b77e-45d9-8658-b92f48b51444,D01,HOPB,HOPB.AOS.S2,2019-09-09T15:26Z,2019-09-09T15:36Z,HOPB.SS.20190909,,HOPB.SS.20190909.WAT,A00000068186,HOPB.SS.20190909.AIR,A00000068185,,100.3,40,20,18,0,,20200224T164106Z
d3bbc7e5-66da-4244-bf7e-1687c6181529,D01,HOPB,HOPB.AOS.S2,2019-09-24T13:45Z,2019-09-24T13:42Z,HOPB.SS.20190924,,HOPB.SS.20190924.WAT,A00000126035,HOPB.SS.20190924.AIR,A00000126036,,98.5,40,20,18,0,,20200224T164106Z
0f3415bf-8a6d-4a48-a4d1-ef42cccecbdf,D01,HOPB,HOPB.AOS.S2,2019-10-09T14:29Z,2019-10-09T14:43Z,HOPB.SS.20191009,,HOPB.SS.20191009.WAT,A00000125965,HOPB.SS.20191009.AIR,A00000125964,,100.4,40,20,18,0,,20200309T145534Z
85fc3159-75f9-44a5-800d-266345e4dbed,D01,HOPB,HOPB.AOS.S2,2019-11-05T15:17Z,2019-11-05T15:28Z,HOPB.SS.20191105,,HOPB.SS.20191105.WAT,A00000126037,HOPB.SS.20191105.AIR,A00000126194,,99.7,40,20,18,0,,20200406T154653Z
80fd3d94-fb52-480f-82a1-6dd0712463cd,D01,HOPB,HOPB.AOS.S2,2019-11-13T15:40Z,2019-11-13T15:52Z,HOPB.SS.20191113,,HOPB.SS.20191113.WAT,A00000126221,HOPB.SS.20191113.AIR,A00000126206,,99.5,40,20,18,0,,20200406T154653Z
