uid,domainID,siteID,namedLocation,collectDate,parentSampleID,waterSampleID,waterSampleCode,sdgFieldDataQF,publicationDate
c97e2c11-2404-41b1-9ae6-2d524f42cb44,D01,HOPB,HOPB.AOS.S2,2020-02-25T15:45Z,HOPB.SS.20200225,HOPB.SS.20200225,,,20200406T152333Z
e7a97641-8c6d-4182-a6ea-d2b03c3c8976,D01,HOPB,HOPB.AOS.S2,2020-03-04T14:21Z,HOPB.SS.20200304,HOPB.SS.20200304,,,20200504T162953Z
930d22f8-542b-4a90-81ec-0da36590e79a,D01,HOPB,HOPB.AOS.S2,2020-03-18T16:13Z,HOPB.SS.20200318,HOPB.SS.20200318,,,20200504T162953Z
6d7acdf7-78e5-487e-b153-d6f4bc61db30,D03,FLNT,FLNT.AOS.buoy.c0,2017-03-07T18:00Z,FLNT.C0.20170307,FLNT.C0.20170307,,,20200224T170056Z
5ec91077-c06a-4bd5-b876-82487e49fc99,D03,FLNT,FLNT.AOS.buoy.c0,2017-03-14T14:50Z,FLNT.C0.20170314,FLNT.C0.20170314,,,20200224T170056Z
281a7029-f96f-4ebd-87cf-7eb2f90d6f13,D03,FLNT,FLNT.AOS.buoy.c0,2017-03-29T14:03Z,FLNT.C0.20170329,FLNT.C0.20170329,,,20200224T170056Z
b78541ea-dcdb-457e-b55b-a01227194d30,D03,FLNT,FLNT.AOS.buoy.c0,2017-04-11T14:35Z,FLNT.C0.20170411,FLNT.C0.20170411,,,20200224T170120Z
07bcd0a6-d193-4a0a-bb00-add03f6da33b,D03,FLNT,FLNT.AOS.buoy.c0,2017-04-18T14:15Z,FLNT.C0.20170418,FLNT.C0.20170418,,,20200224T170120Z
a2caa07d-737e-4116-856e-8100f9b2e5b3,D03,FLNT,FLNT.AOS.buoy.c0,2017-04-25T14:04Z,FLNT.C0.20170425,FLNT.C0.20170425,,,20200224T170120Z
c57326dd-c318-441d-99b5-a9c77c9f4268,D03,FLNT,FLNT.AOS.buoy.c0,2017-05-09T11:07Z,FLNT.C0.20170509,FLNT.C0.20170509,,,20200224T171031Z
f1fd8348-c08a-4ff2-a2a1-64073c3ce12a,D03,FLNT,FLNT.AOS.buoy.c0,2017-05-16T10:30Z,FLNT.C0.20170516,FLNT.C0.20170516,,,20200224T171031Z
c227bbc9-c378-485e-9bf9-bd58850813f0,D03,FLNT,FLNT.AOS.buoy.c0,2017-06-13T13:50Z,FLNT.C0.20170613,FLNT.C0.20170613,,,20200224T171113Z
8d745c4e-c71b-4f77-beb4-2c853e19c580,D03,FLNT,FLNT.AOS.buoy.c0,2017-06-20T14:25Z,FLNT.C0.20170620,FLNT.C0.20170620,,,20200224T171113Z
fc7524f0-13cc-4747-8638-b8508e929ead,D03,FLNT,FLNT.AOS.buoy.c0,2017-08-16T14:25Z,FLNT.C0.20170816,FLNT.C0.20170816,,,20200224T172037Z
60298dd7-5b78-4a4e-a8b7-7d2af098aae8,D03,FLNT,FLNT.AOS.buoy.c0,2017-09-14T14:59Z,FLNT.C0.20170914,FLNT.C0.20170914,,,20200224T172113Z
ddfb1b54-1c17-4d10-b9c0-f78722b0e8f3,D03,FLNT,FLNT.AOS.buoy.c0,2017-10-17T15:01Z,FLNT.C0.20171017,FLNT.C0.20171017,,,20200224T172123Z
4b52d75b-f5f7-4569-8f94-7b1f492939ed,D03,FLNT,FLNT.AOS.buoy.c0,2017-11-07T16:19Z,FLNT.C0.20171107,FLNT.C0.20171107,,,20200224T172243Z
64c5a179-3c19-4b49-acdd-ba87e43e104c,D03,FLNT,FLNT.AOS.buoy.c0,2017-11-14T15:23Z,FLNT.C0.20171114,FLNT.C0.20171114,,,20200224T172243Z
7b219702-a957-440d-9193-2548e08978d4,D03,FLNT,FLNT.AOS.buoy.c0,2017-12-28T14:48Z,FLNT.C0.20171228,FLNT.C0.20171228,,,20200224T173831Z
63ecf348-3bc1-4611-9245-51f3f5bbcbb0,D03,FLNT,FLNT.AOS.buoy.c0,2018-01-16T16:30Z,FLNT.C0.20180116,FLNT.C0.20180116,,,20200224T170038Z
49316006-2301-4c8c-97ca-7cbd885f1c8a,D03,FLNT,FLNT.AOS.buoy.c0,2018-01-23T16:30Z,FLNT.C0.20180123,FLNT.C0.20180123,,,20200224T170038Z
4170b02d-690a-485d-b17f-9c0767cd83b9,D03,FLNT,FLNT.AOS.buoy.c0,2018-01-30T15:20Z,FLNT.C0.20180130,FLNT.C0.20180130,,,20200224T170038Z
05aa4e3b-7680-4f42-bf1a-888a1c1d86a6,D03,FLNT,FLNT.AOS.buoy.c0,2018-02-14T16:30Z,FLNT.C0.20180214,FLNT.C0.20180214,,,20200224T170100Z
572285cb-bc80-4a1d-8ea1-2bd136f4c0ae,D03,FLNT,FLNT.AOS.buoy.c0,2018-02-20T14:32Z,FLNT.C0.20180220,FLNT.C0.20180220,,,20200224T170100Z
ecb63b36-94d9-4119-8193-0dee9f7b21f1,D03,FLNT,FLNT.AOS.buoy.c0,2018-02-27T18:41Z,FLNT.C0.20180227,FLNT.C0.20180227,,,20200224T170100Z
2a378b82-940b-4a34-99ac-05a232f6e28c,D03,FLNT,FLNT.AOS.buoy.c0,2018-03-13T14:47Z,FLNT.C0.20180313,FLNT.C0.20180313,,,20200224T170127Z
e97bde0b-ec38-48d3-a922-6a663ea768d9,D03,FLNT,FLNT.AOS.buoy.c0,2018-03-20T14:21Z,FLNT.C0.20180320,FLNT.C0.20180320,,,20200224T170127Z
8f8d5397-ead3-4853-b0c1-9116c112bc96,D03,FLNT,FLNT.AOS.buoy.c0,2018-03-27T14:11Z,FLNT.C0.20180327,FLNT.C0.20180327,,,20200224T170127Z
dd3c1e8b-b8fd-422d-80b3-7fdb19f85cb5,D03,FLNT,FLNT.AOS.buoy.c0,2018-04-11T14:30Z,FLNT.C0.20180411,FLNT.C0.20180411,,,20200224T171036Z
212a0824-55de-468b-bf58-349c08d8e418,D03,FLNT,FLNT.AOS.buoy.c0,2018-04-17T14:06Z,FLNT.C0.20180417,FLNT.C0.20180417,,,20200224T171036Z
