uid,domainID,siteID,namedLocation,collectDate,analysisDate,internalLabID,internalSampleName,internalLabFileName,sampleID,sampleCode,concentrationCH4,runDetectionLimitCH4,precisionCH4,concentrationCO2,runDetectionLimitCO2,precisionCO2,concentrationN2O,runDetectionLimitN2O,precisionN2O,sampleCondition,laboratoryName,analyzedBy,externalRemarks,volumeGasAnalyzed,gasStandardAccuracy,gasCheckStandardPercentDev,gasCheckStandardQF,publicationDate
639cf54c-e7eb-41a3-ade6-769d997848b1,D01,HOPB,HOPB,2016-09-06T11:25Z,2016-10-06,14,HOPBzssz20160906zAIR,C:\\Chem32\\1\\Data\\5RGHG\\5RGHG 2016-10-06 16-36-22\\HOPBzssz20160906zAIR.D,HOPB.SS.20160906.AIR,,2.93833,0.129,1.1,523.30637,36.6,2.4,1.43111,0.037,3.3,OK,Loecke Lab at University of Kansas,6ghQmyGM7glXjfGXDO98ng==,None,1,2,,,20200224T172211Z
6ae8211e-9012-4df0-af56-7fd174966ab1,D01,HOPB,HOPB,2016-09-06T15:25Z,2016-10-06,15,HOPBzssz20160906zWAT,C:\\Chem32\\1\\Data\\5RGHG\\5RGHG 2016-10-06 16-36-22\\HOPBzssz20160906zWAT.D,HOPB.SS.20160906.WAT,,6.11369,0.129,1.1,917.16693,36.6,2.4,1.26443,0.037,3.3,OK,Loecke Lab at University of Kansas,6ghQmyGM7glXjfGXDO98ng==,None,1,2,,-1,20200224T172211Z
64fb31f2-a6f5-41ae-9326-48566e07764f,D01,HOPB,HOPB,2016-09-22T09:45Z,2016-10-06,12,HOPBzssz20160922zAIR,C:\\Chem32\\1\\Data\\5RGHG\\5RGHG 2016-10-06 16-36-22\\HOPBzssz20160922zAIR.D,HOPB.SS.20160922.AIR,,2.573,0.129,1.1,667.55043,36.6,2.4,0.9402,0.037,3.3,OK,Loecke Lab at University of Kansas,6ghQmyGM7glXjfGXDO98ng==,None,1,2,,,20200224T172211Z
e5a2950e-2c14-4de5-aa54-effc6290b76d,D01,HOPB,HOPB,2016-09-22T13:45Z,2016-10-06,13,HOPBzssz20160922zWAT,C:\\Chem32\\1\\Data\\5RGHG\\5RGHG 2016-10-06 16-36-22\\HOPBzssz20160922zWAT.D,HOPB.SS.20160922.WAT,,7.58592,0.129,1.1,942.45894,36.6,2.4,0.95483,0.037,3.3,OK,Loecke Lab at University of Kansas,6ghQmyGM7glXjfGXDO98ng==,None,1,2,,-1,20200224T172211Z
a88b10d6-8223-4642-b13d-3d1e6d8c8bb4,D01,HOPB,HOPB,2016-10-18T09:45Z,2017-01-12,25,HOPBzssz20161018zAIR,C:\\Chem32\\1\\Data\\NEONGHG\\NEONGHG 2017-01-11 15-10-03\\HOPBzssz20161018zAIR.D,HOPB.SS.20161018.AIR,,2.58,0.129,1.1,811.5,36.6,2.4,0.756,0.037,3.3,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVjNU51voiN6Q==,none,1,2,,,20200224T164538Z
13d02fa1-0994-4e5b-aed5-4e324fc13a86,D01,HOPB,HOPB,2016-10-18T13:45Z,2017-01-12,26,HOPBzssz20161018zWAT,C:\\Chem32\\1\\Data\\NEONGHG\\NEONGHG 2017-01-11 15-10-03\\HOPBzssz20161018zWAT.D,HOPB.SS.20161018.WAT,,19.61,0.129,1.1,1335.1,36.6,2.4,0.764,0.037,3.3,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVjNU51voiN6Q==,none,1,2,,-1,20200224T164538Z
cfd93ec2-d5f1-44a9-9d9a-6cd9ad90f8eb,D01,HOPB,HOPB,2016-11-10T09:50Z,2017-01-11,19,HOBPzssz20161110zAIR,C:\\Chem32\\1\\Data\\NEONGHG\\NEONGHG 2017-01-11 15-10-03\\HOBPzssz20161110zAIR.D,HOPB.SS.20161110.AIR,,2.77,0.129,1.1,679.6,36.6,2.4,2.145,0.037,3.3,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVjNU51voiN6Q==,none,1,2,,,20200224T164511Z
71d371be-7b8d-42cb-939f-10e6a2959d70,D01,HOPB,HOPB,2016-11-10T14:50Z,2017-01-11,20,HOBPzssz20161110zWAT,C:\\Chem32\\1\\Data\\NEONGHG\\NEONGHG 2017-01-11 15-10-03\\HOBPzssz20161110zWAT.D,HOPB.SS.20161110.WAT,,11.04,0.129,1.1,1165.1,36.6,2.4,0.915,0.037,3.3,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVjNU51voiN6Q==,none,1,2,,-1,20200224T164511Z
859ada31-5562-48af-a29c-7d140fff71d8,D01,HOPB,HOPB,2016-11-17T09:35Z,2017-01-12,21,HOPBzssz20161117zAIR,C:\\Chem32\\1\\Data\\NEONGHG\\NEONGHG 2017-01-11 15-10-03\\HOPBzssz20161117zAIR.D,HOPB.SS.20161117.AIR,,2.61,0.129,1.1,745.6,36.6,2.4,3.051,0.037,3.3,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVjNU51voiN6Q==,none,1,2,,,20200224T164511Z
64261348-a0d5-4236-9883-d811c5ba4d4d,D01,HOPB,HOPB,2016-11-17T14:35Z,2017-01-12,22,HOPBzssz20161117zWAT,C:\\Chem32\\1\\Data\\NEONGHG\\NEONGHG 2017-01-11 15-10-03\\HOPBzssz20161117zWAT.D,HOPB.SS.20161117.WAT,,7.19,0.129,1.1,1174.7,36.6,2.4,3.082,0.037,3.3,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVjNU51voiN6Q==,none,1,2,,-1,20200224T164511Z
441b7b88-56bc-4d55-ad9f-4ff045785d82,D01,HOPB,HOPB,2016-12-07T09:40Z,2017-01-14,30,HOPBzssz20161207zAIR,C:\\Chem32\\1\\Data\\NEONGHG\\NEONGHG 2017-01-13 12-48-49\\HOPBzssz20161207zAIR.D,HOPB.SS.20161207.AIR,,2.301,0.129,1.1,555,36.6,2.4,1.242,0.037,3.3,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVjNU51voiN6Q==,none,1,2,,,20200224T164125Z
fc436f58-9fd5-4076-af44-ae42145281b0,D01,HOPB,HOPB,2016-12-07T14:40Z,2017-01-14,31,HOPBzssz20161207zWAT,C:\\Chem32\\1\\Data\\NEONGHG\\NEONGHG 2017-01-13 12-48-49\\HOPBzssz20161207zWAT.D,HOPB.SS.20161207.WAT,,6.118,0.129,1.1,586.2,36.6,2.4,1.304,0.037,3.3,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVjNU51voiN6Q==,none,1,2,,-1,20200224T164125Z
7b069184-e44d-46f6-96d4-1200fac56c7f,D01,HOPB,HOPB,2016-12-14T09:50Z,2017-01-13,28,HOPBzssz20161214zAIR,C:\\Chem32\\1\\Data\\NEONGHG\\NEONGHG 2017-01-13 12-48-49\\HOPBzssz20161214zAIR.D,HOPB.SS.20161214.AIR,,2.151,0.129,1.1,521.4,36.6,2.4,1.057,0.037,3.3,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVjNU51voiN6Q==,none,1,2,,,20200224T164125Z
16555b9c-5043-4e1c-8bd8-4f6a2dd2340f,D01,HOPB,HOPB,2016-12-14T14:50Z,2017-01-13,29,HOPBzssz20161214zWAT,C:\\Chem32\\1\\Data\\NEONGHG\\NEONGHG 2017-01-13 12-48-49\\HOPBzssz20161214zWAT.D,HOPB.SS.20161214.WAT,,5.393,0.129,1.1,750.4,36.6,2.4,1.319,0.037,3.3,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVjNU51voiN6Q==,none,1,2,,-1,20200224T164125Z
4094c793-a613-40a4-9548-50f1467e8212,D01,HOPB,HOPB,2017-01-17T10:05Z,2017-02-14,26,HOPBzssz20170117zAIR,C:\Chem32\1\Data\NEONGHG\NEONGHG 2017-02-13 15-50-08\HOPBzssz20170117zAIR.D,HOPB.SS.20170117.AIR,,2.033,0.129,1.1,559.5,36.6,2.4,0.536,0.037,3.3,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVjNU51voiN6Q==,,1,2,,,20200224T170627Z
c196e7ba-699f-4f0b-94ca-cd6106d4b02e,D01,HOPB,HOPB,2017-01-17T15:05Z,2017-02-14,27,HOPBzssz20170117zWAT,C:\Chem32\1\Data\NEONGHG\NEONGHG 2017-02-13 15-50-08\HOPBzssz20170117zWAT.D,HOPB.SS.20170117.WAT,,3.72,0.129,1.1,713.7,36.6,2.4,0.528,0.037,3.3,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVjNU51voiN6Q==,,1,2,,-1,20200224T170627Z
f145977e-5bee-4967-8030-6c649c618523,D01,HOPB,HOPB,2017-01-25T09:48Z,2017-02-14,28,HOPBzssz20170125zAIR,C:\Chem32\1\Data\NEONGHG\NEONGHG 2017-02-13 15-50-08\HOPBzssz20170125zAIR.D,HOPB.SS.20170125.AIR,,1.881,0.129,1.1,476.8,36.6,2.4,0.493,0.037,3.3,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVjNU51voiN6Q==,,1,2,,,20200224T170627Z
09452440-0c66-4902-8444-e144e6b1c1a0,D01,HOPB,HOPB,2017-01-25T14:48Z,2017-02-14,29,HOPBzssz20170125zWAT,C:\Chem32\1\Data\NEONGHG\NEONGHG 2017-02-13 15-50-08\HOPBzssz20170125zWAT.D,HOPB.SS.20170125.WAT,,3.251,0.129,1.1,415.8,36.6,2.4,0.493,0.037,3.3,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVjNU51voiN6Q==,,1,2,,-1,20200224T170627Z
a6f2aa1b-c43a-45b0-b2ec-ea62df6202ea,D01,HOPB,HOPB,2017-02-14T10:25Z,2017-04-06,45,HOPB.ss.20170214.AIR,C:\Chem32\1\Data\NEONGHG\NEONGHG 2017-04-05 14-14-30\HOPB.ss.20170214.AIR.D,HOPB.SS.20170214.AIR,,2.153,0.129,1.1,630,36.6,2.4,0.956,0.037,3.3,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVjNU51voiN6Q==,,1,2,,,20200224T170528Z
e04f7868-5d80-49d9-8aec-3b409c07f4fc,D01,HOPB,HOPB,2017-02-14T15:25Z,2017-04-06,46,HOPB.ss.20170214.WAT,C:\Chem32\1\Data\NEONGHG\NEONGHG 2017-04-05 14-14-30\HOPB.ss.20170214.WAT.D,HOPB.SS.20170214.WAT,,4.187,0.129,1.1,854,36.6,2.4,0.903,0.037,3.3,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVjNU51voiN6Q==,,1,2,,-1,20200224T170528Z
6198a396-a492-4531-a0c4-ce4093af3f2b,D01,HOPB,HOPB,2017-02-21T09:35Z,2017-04-06,48,HOPB.ss.20170221.AIR,C:\Chem32\1\Data\NEONGHG\NEONGHG 2017-04-05 14-14-30\HOPB.ss.20170221.AIR.D,HOPB.SS.20170221.AIR,,2.153,0.129,1.1,520.2,36.6,2.4,0.926,0.037,3.3,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVjNU51voiN6Q==,,1,2,,,20200224T170528Z
d7971e1d-4245-40db-b18b-56b3a3a64045,D01,HOPB,HOPB,2017-02-21T14:35Z,2017-04-06,47,HOPB.ss.20170221.WAT,C:\Chem32\1\Data\NEONGHG\NEONGHG 2017-04-05 14-14-30\HOPB.ss.20170221.WAT.D,HOPB.SS.20170221.WAT,,3.914,0.129,1.1,724.7,36.6,2.4,0.847,0.037,3.3,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVjNU51voiN6Q==,,1,2,,-1,20200224T170528Z
dc01ebda-1d12-4b74-b61f-d9785bef8af1,D01,HOPB,HOPB,2017-03-06T10:35Z,2017-04-14,2,HOPB.ss.20170306.AIR,C:\Chem32\1\Data\NEONGHG\NEONGHG 2017-04-14 14-32-04\HOPB.ss.20170306.AIR.D,HOPB.SS.20170306.AIR,,2.176,0.129,1.1,648.5,36.6,2.4,0.765,0.037,3.3,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVjNU51voiN6Q==,,1,2,,,20200224T172039Z
dde66463-f71c-48df-ba06-db15be2097c6,D01,HOPB,HOPB,2017-03-06T15:35Z,2017-04-14,1,HOPB.ss.20170306.WAT,C:\Chem32\1\Data\NEONGHG\NEONGHG 2017-04-14 14-32-04\HOPB.ss.20170306.WAT.D,HOPB.SS.20170306.WAT,,4.562,0.129,1.1,851.5,36.6,2.4,1.03,0.037,3.3,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVjNU51voiN6Q==,,1,2,,-1,20200224T172039Z
18595fe5-c2b0-4006-9585-2b49777bf523,D01,HOPB,HOPB,2017-03-16T10:30Z,2017-05-11,33,HOPB.ss.20170316.AIR,C:\Chem32\1\Data\NEONGHG\NEONGHG 2017-05-11 10-07-42\WALK.ss.20170227.AIR.D,HOPB.SS.20170316.AIR,,2.011,0.129,1.1,588.2,36.6,2.4,0.483,0.037,3.3,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVjNU51voiN6Q==,,1,2,,,20200224T172039Z
331a6ed1-b48a-4d58-b437-d3f1dc30e40a,D01,HOPB,HOPB,2017-03-16T14:30Z,2017-05-11,34,HOPB.ss.20170316.WAT,C:\Chem32\1\Data\NEONGHG\NEONGHG 2017-05-11 10-07-42\WALK.ss.20170227.WAT.D,HOPB.SS.20170316.WAT,,5.705,0.129,1.1,892,36.6,2.4,1.345,0.037,3.3,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVjNU51voiN6Q==,,1,2,,-1,20200224T172039Z
9dc037ef-88b4-480b-9034-0b47c65b7c8f,D01,HOPB,HOPB,2017-03-20T09:00Z,2017-05-11,36,HOPB.ss.20170320.AIR,C:\Chem32\1\Data\NEONGHG\NEONGHG 2017-05-11 10-07-42\LECO.ss.20170228.WAT.D,HOPB.SS.20170320.AIR,,2.059,0.129,1.1,470.4,36.6,2.4,0.457,0.037,3.3,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVjNU51voiN6Q==,,1,2,,,20200224T172039Z
017cd2e1-a4ac-413e-b408-de0aae2f3a2f,D01,HOPB,HOPB,2017-03-20T13:00Z,2017-05-11,35,HOPB.ss.20170320.WAT,C:\Chem32\1\Data\NEONGHG\NEONGHG 2017-05-11 10-07-42\LECO.ss.20170228.AIR.D,HOPB.SS.20170320.WAT,,3.715,0.129,1.1,817.7,36.6,2.4,0.478,0.037,3.3,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVjNU51voiN6Q==,,1,2,,-1,20200224T172039Z
91e0c4cb-ade9-48b7-9c0c-488f10e4b734,D01,HOPB,HOPB,2017-03-29T11:30Z,2017-05-11,38,HOPB.ss.20170329.AIR,C:\Chem32\1\Data\NEONGHG\NEONGHG 2017-05-11 10-07-42\KING.ss.20170207.AIR.D,HOPB.SS.20170329.AIR,,2.077,0.129,1.1,721.5,36.6,2.4,0.489,0.037,3.3,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVjNU51voiN6Q==,,1,2,,,20200224T172039Z
66456a7d-dc2f-42c0-b982-b69480e01a45,D01,HOPB,HOPB,2017-03-29T15:30Z,2017-05-11,37,HOPB.ss.20170329.WAT,C:\Chem32\1\Data\NEONGHG\NEONGHG 2017-05-11 10-07-42\KING.ss.20170207.WAT.D,HOPB.SS.20170329.WAT,,2.934,0.129,1.1,720.3,36.6,2.4,0.558,0.037,3.3,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVjNU51voiN6Q==,,1,2,,-1,20200224T172039Z
6efe4189-0e26-4113-a7b2-539aba3ec798,D01,HOPB,HOPB,2017-04-11T09:30Z,2017-05-12,42,HOPB.ss.20170411.AIR,C:\Chem32\1\Data\NEONGHG\NEONGHG 2017-05-11 10-07-42\MCDI.ss.20170214.AIR.D,HOPB.SS.20170411.AIR,,2.094,0.129,1.1,544.8,36.6,2.4,0.51,0.037,3.3,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVjNU51voiN6Q==,,1,2,,,20200224T171809Z
cf7c7e0a-0a86-4f20-89d6-b269341fea49,D01,HOPB,HOPB,2017-04-11T13:30Z,2017-05-12,41,HOPB.ss.20170411.WAT,C:\Chem32\1\Data\NEONGHG\NEONGHG 2017-05-11 10-07-42\MCDI.ss.20170214.WAT.D,HOPB.SS.20170411.WAT,,3.131,0.129,1.1,828.4,36.6,2.4,0.69,0.037,3.3,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVjNU51voiN6Q==,,1,2,,-1,20200224T171809Z
63e52d8a-6fd7-44a3-8a99-befc95ddd4dc,D01,HOPB,HOPB,2017-04-17T09:30Z,2017-05-12,44,HOPB.ss.20170417.AIR,C:\Chem32\1\Data\NEONGHG\NEONGHG 2017-05-11 10-07-42\MCDI.ss.20170306.AIR.D,HOPB.SS.20170417.AIR,,2.015,0.129,1.1,578.5,36.6,2.4,0.513,0.037,3.3,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVjNU51voiN6Q==,,1,2,,,20200224T171809Z
d5695dd8-2b08-43db-9646-c3aa8fbb57e3,D01,HOPB,HOPB,2017-04-17T13:30Z,2017-05-12,43,HOPB.ss.20170417.WAT,C:\Chem32\1\Data\NEONGHG\NEONGHG 2017-05-11 10-07-42\MCDI.ss.20170306.WAT.D,HOPB.SS.20170417.WAT,,3.666,0.129,1.1,783.4,36.6,2.4,0.606,0.037,3.3,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVjNU51voiN6Q==,,1,2,,-1,20200224T171809Z
3eb2942b-e4a5-432a-90bf-fac0a2c2bb1d,D01,HOPB,HOPB,2017-04-26T09:50Z,2017-06-13,21,HOPB.ss.20170426.AIR,C:\Chem32\1\Data\NEONGHG\NEONGHG 2017-06-13 16-52-28\HOPB.ss.20170426.AIR.D,HOPB.SS.20170426.AIR,,2.514,0.129,1.1,682.8,36.6,2.4,0.6954,0.037,3.3,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVjNU51voiN6Q==,,1,2,,,20200224T171809Z
565086a7-ab53-4138-bd7f-47b627bc727a,D01,HOPB,HOPB,2017-04-26T13:50Z,2017-06-13,22,HOPB.ss.20170426.WAT,C:\Chem32\1\Data\NEONGHG\NEONGHG 2017-06-13 16-52-28\HOPB.ss.20170426.WAT.D,HOPB.SS.20170426.WAT,,4.875,0.129,1.1,1082.8,36.6,2.4,0.7293,0.037,3.3,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVjNU51voiN6Q==,,1,2,,-1,20200224T171809Z
5f24b6b3-3c9c-4692-93ed-58b5617a212e,D01,HOPB,HOPB,2017-05-09T09:49Z,2017-06-13,40,HOPB.ss.20170509.AIR,C:\Chem32\1\Data\NEONGHG\NEONGHG 2017-06-13 16-52-28\HOPB.ss.20170509.AIR.D,HOPB.SS.20170509.AIR,,2.063,0.129,1.1,500.5,36.6,2.4,0.6247,0.037,3.3,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVjNU51voiN6Q==,,1,2,,,20200224T171626Z
a034f27c-95cf-4ce7-a922-3550b8845bef,D01,HOPB,HOPB,2017-05-09T13:49Z,2017-06-13,39,HOPB.ss.20170509.WAT,C:\Chem32\1\Data\NEONGHG\NEONGHG 2017-06-13 16-52-28\HOPB.ss.20170509.WAT.D,HOPB.SS.20170509.WAT,,6.247,0.129,1.1,680.7,36.6,2.4,0.9514,0.037,3.3,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVjNU51voiN6Q==,,1,2,,-1,20200224T171626Z
b2758d07-5d4f-4683-bcac-bcecabe534c8,D01,HOPB,HOPB,2017-05-15T09:55Z,2017-07-13,18,HOPB.ss.20170515.AIR,C:\Chem32\1\Data\NEONGHG\NEONGHG 2017-07-17 11-35-19\HOPB.ss.20170515.AIR.D,HOPB.SS.20170515.AIR,,2.403,0.129,1.1,731.8,36.6,2.4,0.6506,0.037,3.3,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVjNU51voiN6Q==,,1,2,,,20200224T171626Z
265e30f2-d742-4117-a321-51b6d4736f0c,D01,HOPB,HOPB,2017-05-15T13:55Z,2017-07-13,17,HOPB.ss.20170515.WAT,C:\Chem32\1\Data\NEONGHG\NEONGHG 2017-07-17 11-35-19\HOPB.ss.20170515.WAT.D,HOPB.SS.20170515.WAT,,5.285,0.129,1.1,899,36.6,2.4,0.6033,0.037,3.3,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVjNU51voiN6Q==,,1,2,,-1,20200224T171626Z
15c88d72-9fcc-42c7-bf58-b63e9aaef3dc,D01,HOPB,HOPB,2017-05-31T08:54Z,2017-07-13,37,HOPB.ss.20170531.AIR,C:\Chem32\1\Data\NEONGHG\NEONGHG 2017-07-13 16-35-07\HOPB.ss.20170531.AIR.D,HOPB.SS.20170531.AIR,,1.852,0.129,1.1,605.1,36.6,2.4,0.739,0.037,3.3,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVjNU51voiN6Q==,,1,2,,,20200224T171626Z
b9ec75bb-3028-4f39-a748-376b12c379e3,D01,HOPB,HOPB,2017-05-31T12:54Z,2017-07-13,38,HOPB.ss.20170531.WAT,C:\Chem32\1\Data\NEONGHG\NEONGHG 2017-07-13 16-35-07\HOPB.ss.20170531.WAT.D,HOPB.SS.20170531.WAT,,7.66,0.129,1.1,965.5,36.6,2.4,0.5988,0.037,3.3,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVjNU51voiN6Q==,,1,2,,-1,20200224T171626Z
c76cf3eb-e3db-42fd-bd19-c829fac248da,D01,HOPB,HOPB,2017-06-20T09:09Z,2017-07-13,11,HOPB.ss.20170621.AIR,C:\Chem32\1\Data\NEONGHG\NEONGHG 2017-07-13 16-35-07\HOPB.ss.20170620.AIR.D,HOPB.SS.20170620.AIR,,1.974,0.129,1.1,602.7,36.6,2.4,0.7133,0.037,3.3,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVjNU51voiN6Q==,bottle labels inconsistent with inventory sample IDs,1,2,,,20200224T171415Z
2b0ec59e-a144-4d0d-ab7c-f3abaf3d4bee,D01,HOPB,HOPB,2017-06-20T13:09Z,2017-07-13,12,HOPB.ss.20170621.WAT,C:\Chem32\1\Data\NEONGHG\NEONGHG 2017-07-13 16-35-07\HOPB.ss.20170620.WAT.D,HOPB.SS.20170620.WAT,,10.618,0.129,1.1,977.3,36.6,2.4,0.9062,0.037,3.3,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVjNU51voiN6Q==,bottle labels inconsistent with inventory sample IDs,1,2,,-1,20200224T171415Z
67305cdb-b347-4351-abb4-92ed0468be06,D01,HOPB,HOPB,2017-07-10T12:08Z,2017-08-09,37,HOPB.ss.20170710.air,C:\Chem32\1\Data\NEONGHG\NEONGHG 2017-08-09 10-26-31\HOPB.ss.20170710.air.D,HOPB.SS.20170710.AIR,,2.094,0.129,1.1,639.6,36.6,2.4,0.5937,0.037,3.3,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVjNU51voiN6Q==,,1,2,,,20200224T171137Z
e15eaf3a-970d-4ac1-8d78-73b49cd971f9,D01,HOPB,HOPB,2017-07-10T16:08Z,2017-08-09,38,HOPB.ss.20170710.wat,C:\Chem32\1\Data\NEONGHG\NEONGHG 2017-08-09 10-26-31\HOPB.ss.20170710.wat.D,HOPB.SS.20170710.WAT,,15.25,0.129,1.1,788.7,36.6,2.4,2.2055,0.037,3.3,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVjNU51voiN6Q==,,1,2,,-1,20200224T171137Z
ec048b30-bc8f-4197-9b09-f2e9aeb63afb,D01,HOPB,HOPB,2017-07-25T08:42Z,2017-08-09,30,HOPB.ss.20170725.air,C:\Chem32\1\Data\NEONGHG\NEONGHG 2017-08-09 10-26-31\HOPB.ss.20170725.air.D,HOPB.SS.20170725.AIR,,2.068,0.129,1.1,497.1,36.6,2.4,0.5301,0.037,3.3,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVjNU51voiN6Q==,,1,2,,,20200224T171137Z
9c8296c7-6d8f-46fe-873b-5f05f92ec403,D01,HOPB,HOPB,2017-07-25T12:42Z,2017-08-09,29,HOPB.ss.20170725.wat,C:\Chem32\1\Data\NEONGHG\NEONGHG 2017-08-09 10-26-31\HOPB.ss.20170725.wat.D,HOPB.SS.20170725.WAT,,15.024,0.129,1.1,787.2,36.6,2.4,0.554,0.037,3.3,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVjNU51voiN6Q==,,1,2,,-1,20200224T171137Z
ed94c30c-d485-4a87-97bc-dbc2e5d9c08e,D01,HOPB,HOPB,2017-08-08T09:22Z,2017-10-10,32,HOPB.ss.20170808.AIR,C:\Chem32\1\Data\NEONGHG\NEONGHG 2017-10-10 14-30-26\HOPB.ss.20170808.AIR.D,HOPB.SS.20170808.AIR,,1.049,0.129,1.1,807.57,36.6,2.4,0.6112,0.037,3.3,,Loecke Lab at University of Kansas,CsTk6MsnqZX+v5bUNyWTQTJEb+ycoJNQ,,1,2,,,20200224T172159Z
d22256b1-3e32-419c-a0c1-f0de0cc46734,D01,HOPB,HOPB,2017-08-08T13:22Z,2017-10-10,33,HOPB.ss.20170808.WAT,C:\Chem32\1\Data\NEONGHG\NEONGHG 2017-10-10 14-30-26\HOPB.ss.20170808.WAT.D,HOPB.SS.20170808.WAT,,13.986,0.129,1.1,1022.54,36.6,2.4,0.5742,0.037,3.3,,Loecke Lab at University of Kansas,CsTk6MsnqZX+v5bUNyWTQTJEb+ycoJNQ,,1,2,,-1,20200224T172159Z
70ed1f16-a7d8-4d93-9e4e-bf2e9c945ad9,D01,HOPB,HOPB,2017-09-06T12:37Z,2017-10-18,25,HOPB.SS.20170906.AIR,C:\Chem32\1\Data\NEONGHG\NEONGHG 2017-10-18 17-16-14\HOPB.ss.20170906.AIR.D,HOPB.SS.20170906.AIR,,1.8482357,,,1036.5438143,,,0.6344916,,,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVl67GYVvVQ07SS+WpGjG0rUhTjVnkDGdBXyFWTKVBFGw==,,,,,,20200224T164542Z
5c80d069-3d9c-42fc-aec2-582be5e7ab13,D01,HOPB,HOPB,2017-09-06T12:37Z,2017-10-18,26,HOPB.SS.20170906.WAT,C:\Chem32\1\Data\NEONGHG\NEONGHG 2017-10-18 17-16-14\HOPB.ss.20170906.WAT.D,HOPB.SS.20170906.WAT,,12.2299491,,,1267.3651762,,,0.581113,,,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVl67GYVvVQ07SS+WpGjG0rUhTjVnkDGdBXyFWTKVBFGw==,,,,,-1,20200224T164542Z
04b93317-b316-465b-8b7a-8f3bd173c62d,D01,HOPB,HOPB,2017-09-12T13:22Z,2017-10-19,49,HOPB.SS.20170912.WAT,C:\Chem32\1\Data\NEONGHG\NEONGHG 2017-10-18 17-16-14\HOPB.ss.20170912.WAT.D,HOPB.SS.20170912.WAT,,12.9000252,,,951.1799312,,,0.5283407,,,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVl67GYVvVQ07SS+WpGjG0rUhTjVnkDGdBXyFWTKVBFGw==,,,,,-1,20200224T164542Z
afbfa0b3-7f6a-427d-8044-482bc0b9b0d9,D01,HOPB,HOPB,2017-09-12T13:22Z,2017-10-19,50,HOPB.SS.20170912.AIR,C:\Chem32\1\Data\NEONGHG\NEONGHG 2017-10-18 17-16-14\HOPB.ss.20170912.AIR.D,HOPB.SS.20170912.AIR,,1.878268,,,633.8628558,,,0.5239065,,,OK,Loecke Lab at University of Kansas,CsTk6MsnqZVl67GYVvVQ07SS+WpGjG0rUhTjVnkDGdBXyFWTKVBFGw==,,,,,,20200224T164542Z
