uid,domainID,siteID,namedLocation,collectDate,referenceAirSampleID,referenceAirSampleCode,airVolumeSample,remarks,lowAirVolumeQF,sdgAirDataQF,publicationDate
1f72c445-74a9-4db0-bc63-2cf9c74efa73,D03,FLNT,FLNT,2017-10-17T15:03Z,FLNT.C0.20171017.AIR,,16,,0,,20200224T172123Z
be481b03-eb9c-43c5-95f8-78669c0ef2f9,D03,FLNT,FLNT,2017-11-07T15:49Z,FLNT.C0.20171107.AIR,,18,,0,,20200224T172243Z
96c8719b-322c-4d95-ba26-cc91270f52df,D03,FLNT,FLNT,2017-11-14T14:57Z,FLNT.C0.20171114.AIR,,16,,0,,20200224T172243Z
584a9783-96a6-4657-a284-2a6dba5a91c8,D03,FLNT,FLNT,2017-12-28T14:41Z,FLNT.C0.20171228.AIR,,17,,0,,20200224T173831Z
93c257c1-4047-498c-8dd0-070002857702,D03,FLNT,FLNT,2018-01-16T16:34Z,FLNT.C0.20180116.AIR,,17,,0,,20200224T170038Z
ae355120-f45b-4afd-8fc1-eff6d0b0201a,D03,FLNT,FLNT,2018-01-23T16:30Z,FLNT.C0.20180123.AIR,,,,-1,,20200224T170038Z
974a1d56-a4a9-4d02-b275-2fea53f2a9db,D03,FLNT,FLNT,2018-01-30T16:07Z,FLNT.C0.20180130.AIR,,17,,0,,20200224T170038Z
325a26f6-c2a1-422f-b3a0-2f4696d7daa3,D03,FLNT,FLNT,2018-02-14T16:30Z,FLNT.C0.20180214.AIR,,18,,0,,20200224T170100Z
b29fc9fb-fde5-4186-9179-30ce6e796d82,D03,FLNT,FLNT,2018-02-20T14:41Z,FLNT.C0.20180220.AIR,,16,,0,,20200224T170100Z
740ae685-200f-4fb7-a7e1-93e0b60aa941,D03,FLNT,FLNT,2018-02-27T18:44Z,FLNT.C0.20180227.AIR,,16,,0,,20200224T170100Z
cdffb0e5-abbb-4276-88d9-5212ea9ef9ab,D03,FLNT,FLNT,2018-03-13T15:11Z,FLNT.C0.20180313.AIR,,17,,0,,20200224T170127Z
a9caf83a-9e4d-4276-968f-639ec3c7f3e8,D03,FLNT,FLNT,2018-03-20T14:23Z,FLNT.C0.20180320.AIR,,17,,0,,20200224T170127Z
c7705677-7d52-4266-b80c-ba4f884c900f,D03,FLNT,FLNT,2018-03-27T14:12Z,FLNT.C0.20180327.AIR,,17,,0,,20200224T170127Z
b64cccca-a5b2-48fb-9eef-7b25eacc4319,D03,FLNT,FLNT,2018-04-11T14:30Z,FLNT.C0.20180411.AIR,A00000003784,17,,0,,20200224T171036Z
b7390a1c-53c4-4d54-9eba-7da46db2ff66,D03,FLNT,FLNT,2018-04-17T14:47Z,FLNT.C0.20180417.AIR,A00000003856,16,,0,,20200224T171036Z
ea9d4e13-8f62-4836-81dc-630e991e1d10,D03,FLNT,FLNT,2018-04-25T15:00Z,FLNT.C0.20180425.AIR,A00000003864,17,,0,,20200224T171036Z
951545aa-5a12-4544-a77f-7ecc919c3586,D03,FLNT,FLNT,2018-05-15T14:33Z,FLNT.C0.20180515.AIR,A00000003816,16,,0,,20200224T171104Z
823caff0-926b-4bbf-9865-90ce00513947,D03,FLNT,FLNT,2018-05-22T14:37Z,FLNT.C0.20180522.AIR,A00000003811,17,,0,,20200224T171104Z
d2efde00-301b-4c2d-8512-255dfce9f96c,D03,FLNT,FLNT,2018-06-19T15:49Z,FLNT.C0.20180619.AIR,"",16,,0,,20200224T171136Z
bea49f7f-094f-42d9-ba60-cb1abb01f0d9,D03,FLNT,FLNT,2018-06-26T17:03Z,FLNT.C0.20180626.AIR,A00000003772,16,,0,,20200224T171136Z
048dd881-7d33-4366-8040-93d36bc57176,D03,FLNT,FLNT,2018-07-24T13:31Z,FLNT.C0.20180724.AIR,A00000003496,17,,0,,20200224T172041Z
40bf88dd-b229-477c-a901-b57acf0ebbbc,D03,FLNT,FLNT,2018-08-08T18:00Z,FLNT.C0.20180808.AIR,A00000005296,17,,0,,20200224T172104Z
72812e30-4372-4b41-8cf2-6b13b63935af,D03,FLNT,FLNT,2018-08-29T14:09Z,FLNT.C0.20180829.AIR,A00000005295,16,,0,,20200224T172104Z
bddb786f-3e2c-46d1-bf56-43aa7068d699,D03,FLNT,FLNT,2018-09-19T13:08Z,FLNT.C0.20180919.AIR,A00000005345,18,,0,,20200224T172127Z
a09752a5-4961-44e3-a4a9-eda0b3c581ce,D03,FLNT,FLNT,2018-09-25T17:17Z,FLNT.C0.20180925.AIR,A00000005339,17,,0,,20200224T172127Z
a26293f4-d8ed-4470-8f2c-d55d8fec1e49,D03,FLNT,FLNT,2018-10-23T15:32Z,FLNT.C0.20181023.AIR,,16,,0,,20200224T172234Z
b5c30528-e97d-4d6b-b3a2-e5b209e5cb51,D03,FLNT,FLNT,2018-11-13T18:18Z,FLNT.C0.20181113.AIR,A00000037255,17,,0,,20200224T173827Z
b4b8bbb1-eb90-4ef1-9557-ff3439c6bc43,D03,FLNT,FLNT,2018-11-27T15:28Z,FLNT.C0.20181127.AIR,A00000037376,17,,0,,20200224T173827Z
68ab47c9-f1dd-4166-812b-4d0f0af70794,D03,FLNT,FLNT,2019-01-22T20:00Z,FLNT.C0.20190122.AIR,A00000037352,16,,0,,20200224T170052Z
6827ef15-d170-4d7d-b36e-6aba65d4079c,D03,FLNT,FLNT,2019-02-05T18:26Z,FLNT.C0.20190205.AIR,A00000037355,17,,0,,20200224T170133Z
35c7c742-c388-4b4a-9b45-28d5b4e209ef,D03,FLNT,FLNT,2019-02-12T18:26Z,FLNT.C0.20190212.AIR,A00000037305,16,,0,,20200224T170133Z
e2070660-3f0d-4af2-b08b-dce58ced62dd,D03,FLNT,FLNT,2019-02-26T14:27Z,FLNT.C0.20190226.AIR,A00000037514,16,,0,,20200224T170133Z
626b6267-af48-4d0f-b6df-31daff053971,D03,FLNT,FLNT,2019-03-05T17:59Z,FLNT.C0.20190305.AIR,A00000037539,17,,0,,20200224T171028Z
490ac502-cad3-459a-8c1e-314bb698dc67,D03,FLNT,FLNT,2019-03-12T16:55Z,FLNT.C0.20190312.AIR,A00000037559,1,,1,,20200224T171028Z
5623ebe7-b554-497e-b75f-dc37e55d9ee4,D03,FLNT,FLNT,2019-03-20T14:18Z,FLNT.C0.20190320.AIR,A00000037436,17,,0,,20200224T171028Z
eb930cf7-d017-4cf5-8ae1-92728dfa83c0,D03,FLNT,FLNT,2019-03-26T14:14Z,FLNT.C0.20190326.AIR,A00000037448,17,,0,,20200224T171028Z
67147a96-6b38-4097-a653-b83fc9767ccd,D03,FLNT,FLNT,2019-04-02T14:11Z,FLNT.C0.20190402.AIR,A00000037458,17,,0,,20200224T171110Z
26fa9336-fe5f-4175-947b-f56d39a6d5f8,D03,FLNT,FLNT,2019-04-10T14:53Z,FLNT.C0.20190410.AIR,A00000038256,17,,0,,20200224T171110Z
32ff6083-cec2-4bc1-be1b-005b2953f51c,D03,FLNT,FLNT,2019-04-16T14:56Z,FLNT.C0.20190416.AIR,A00000038263,17,,0,,20200224T171110Z
6db6937a-fa44-4d79-b387-e495dea5f6bf,D03,FLNT,FLNT,2019-04-23T14:42Z,FLNT.C0.20190423.AIR,A00000038271,18,,0,,20200224T171110Z
073fa88e-e609-4b88-9a3f-b790f34afc63,D03,FLNT,FLNT,2019-04-30T13:03Z,FLNT.C0.20190430.AIR,A00000038279,18,,0,,20200224T171110Z
1cb86051-66ba-44b4-81f3-838acc19b81e,D03,FLNT,FLNT,2019-05-15T16:22Z,FLNT.C0.20190515.AIR,A00000038299,18,,0,,20200224T171139Z
0bde9a37-c0ff-4fac-af0a-14ede9246e08,D03,FLNT,FLNT,2019-05-15T16:24Z,FLNT.C0.20190515.AIR.2,A00000038298,18,,0,,20200224T171139Z
c54250fb-46fc-47fe-93e8-59696542a0b0,D03,FLNT,FLNT,2019-06-04T13:16Z,FLNT.C0.20190604.AIR,A00000038287,18,,0,,20200224T172045Z
38028acb-e3cf-4bcf-9cce-fc1002acfc86,D03,FLNT,FLNT,2019-06-18T15:06Z,FLNT.C0.20190618.AIR,A00000038184,18,,0,,20200224T172045Z
f9a809b0-6f44-4351-a4f2-56c1322d2c3c,D03,FLNT,FLNT,2019-07-10T17:38Z,FLNT.C0.20190710.AIR,A00000038217,18,,0,,20200224T172108Z
c2d2ce89-1b03-4e3c-89b6-8cfb1aa79cf2,D03,FLNT,FLNT,2019-08-05T17:05Z,FLNT.C0.20190805.AIR,A00000074807,18,,0,,20200224T172131Z
9b1d2432-2072-4517-b21b-6f617db48d2b,D03,FLNT,FLNT,2019-08-13T16:12Z,FLNT.C0.20190813.AIR,A00000074817,18,,0,,20200224T172131Z
98d5e2a0-0dd1-45ba-ac5a-8b8b5471adb2,D03,FLNT,FLNT,2019-09-17T15:52Z,FLNT.C0.20190917.AIR,A00000074827,18,,0,,20200224T172238Z
